"Título do Projeto, Área de Pesquisa",,,,,
"""Estudo sobre o impacto das mudanças climáticas na biodiversidade da Amazônia"", ""Meio Ambiente""",,,,,
"""Análise da eficácia de novos tratamentos para doenças tropicais"", ""Saúde""",,,,,
"""Desenvolvimento de tecnologias sustentáveis para a agricultura"", ""Agricultura""",,,,,
"""Estudo sobre a influência da urbanização na qualidade do ar"", ""Urbanização""",,,,,
"""Análise do impacto socioeconômico de políticas públicas na redução da pobreza"", ""Economia""",,,,,
"""Estudo sobre a eficácia de programas de reciclagem em grandes cidades"", ""Meio Ambiente""",,,,,
"""Análise da relação entre alimentação e doenças crônicas"", ""Saúde""",,,,,"""Conscientização sobre o consumo consciente e produção responsável em comunidades migrantes"", ""Consumo Consciente"""
"""Desenvolvimento de tecnologias para a produção de energia renovável"", ""Energia""",,,,,"""Ação contra a mudança climática através do desenvolvimento de tecnologias verdes em áreas com alta concentração de migrantes"", ""Mudança Climática"""
"""Estudo sobre o impacto do turismo na economia local"", ""Economia""",,,,,"""Conservação da biodiversidade marinha e costeira em áreas com alta concentração de migrantes"", ""Conservação Marinha"""
"""Análise da influência da educação na mobilidade social"", ""Educação""",,,,,"""Conservação da biodiversidade terrestre e florestal em áreas com alta concentração de migrantes"", ""Conservação Terrestre"""
"""Estudo sobre a relação entre transporte público e qualidade de vida"", ""Urbanização""",,,,,"""Promoção da justiça social e acesso à justiça para migrantes"", ""Justiça Social"""
"""Análise da eficácia de políticas públicas para a redução da violência"", ""Segurança Pública""",,,,,"""Desenvolvimento de parcerias para a promoção do desenvolvimento sustentável em áreas com alta concentração de migrantes"", ""Sustentabilidad"""
"""Desenvolvimento de tecnologias para a conservação da água"", ""Recursos Hídricos""",,,,,"""Desenvolvimento de programas para a integração cultural de migrantes"", ""Integração Cultural"""
"""Estudo sobre o impacto da globalização na cultura local"", ""Cultura""",,,,,"""Análise da relação entre migração e desenvolvimento econômico local"", ""Desenvolvimento Econômico"""
"""Análise da relação entre atividade física e saúde mental"", ""Saúde""",,,,,"""Promoção da saúde mental em comunidades migrantes"", ""Saúde Mental"""
"""Desenvolvimento de tecnologias para a agricultura familiar"", ""Agricultura""",,,,,"""Educação empreendedora para jovens migrantes"", ""Educação Empreendedora"""
"""Estudo sobre a influência da mídia na formação da opinião pública"", ""Comunicação""",,,,,"""Promoção da igualdade de gênero e combate à violência contra a mulher migrante"", ""Combate à Violência Contra a Mulher"""
"""Análise do impacto de programas de inclusão digital na educação"", ""Educação""",,,,,"""Garantia de acesso à moradia digna para migrantes"", ""Moradia Digna"""
"""Desenvolvimento de tecnologias para a gestão de resíduos sólidos"", ""Meio Ambiente""",,,,,"""Desenvolvimento de tecnologias para a produção de energia limpa e acessível para comunidades migrantes"", ""Energia Limpa"""
"""Estudo sobre a relação entre desigualdade social e criminalidade"", ""Sociologia""",,,,,"""Inclusão de migrantes idosos no mercado de trabalho"", ""Inclusão no Mercado de Trabalho"""
"""Análise da eficácia de programas de prevenção ao uso de drogas"", ""Saúde Pública""",,,,,"""Desenvolvimento de tecnologias inovadoras para a indústria 4.0 em áreas com alta concentração de migrantes"", ""Indústria 4.0"""
"""Desenvolvimento de tecnologias para a produção de alimentos orgânicos"", ""Agricultura""",,,,,"""Redução das desigualdades regionais entre áreas com alta e baixa concentração de migrantes através de políticas públicas"", ""Desigualdades Regionais"""
"""Estudo sobre o impacto do envelhecimento populacional na economia"", ""Demografia""",,,,,"""Planejamento urbano para cidades inteligentes e inclusivas para migrantes"", ""Cidades Inteligentes"""
"""Análise da relação entre poluição sonora e qualidade de vida"", ""Urbanização""",,,,,"""Conscientização sobre o consumo consciente e economia circular em comunidades migrantes"", ""Economia Circular"""
"""Desenvolvimento de tecnologias para a mobilidade urbana sustentável"", ""Transporte""",,,,,"""Ação contra a mudança climática através do desenvolvimento de políticas públicas em áreas com alta concentração de migrantes"", ""Políticas Climáticas"""
"""Estudo sobre a eficácia de programas de incentivo à leitura"", ""Educação""",,,,,"""Conservação da biodiversidade marinha e desenvolvimento do turismo sustentável em áreas com alta concentração de migrantes"", ""Turismo Sustentável"""
"""Análise da relação entre poluição do ar e doenças respiratórias"", ""Saúde""",,,,,"""Conservação da biodiversidade terrestre e desenvolvimento do ecoturismo em áreas com alta concentração de migrantes"", ""Ecoturismo"""
"""Desenvolvimento de tecnologias para a gestão de recursos hídricos"", ""Recursos Hídricos""",,,,,"""Promoção da justiça social e combate à corrupção em áreas com alta concentração de migrantes"", ""Combate à Corrupção"""
"""Estudo sobre o impacto do comércio internacional na economia local"", ""Economia""",,,,,"""Desenvolvimento de parcerias público-privadas para a promoção do desenvolvimento sustentável em áreas com alta concentração de migrantes"", ""Parcerias Público-Privadas"""
"""Análise da influência da tecnologia na comunicação interpessoal"", ""Comunicação""",,,,,"""Desenvolvimento de programas para a inclusão social de comunidades quilombolas"", ""Inclusão"""
"""Estudo sobre a relação entre mobilidade urbana e desenvolvimento econômico"", ""Urbanização""",,,,,"""Análise da relação entre segurança alimentar e desenvolvimento sustentável em comunidades quilombolas"", ""Desenvolvimento Sustentável"""
"""Análise da eficácia de programas de prevenção à violência doméstica"", ""Segurança Pública""",,,,,"""Promoção da saúde e prevenção de doenças em comunidades quilombolas"", ""Saúde Pública"""
"""Desenvolvimento de tecnologias para a conservação da biodiversidade"", ""Meio Ambiente""",,,,,"""Educação inclusiva para crianças quilombolas"", ""Educação"""
"""Estudo sobre o impacto da indústria cultural na formação da identidade juvenil"", ""Cultura""",,,,,"""Promoção da igualdade de gênero e empoderamento das mulheres quilombolas"", ""Inclusão"""
"""Análise da relação entre estresse ocupacional e saúde mental"", ""Saúde""",,,,,"""Garantia de acesso à água potável e saneamento básico para comunidades quilombolas"", ""Saneamento Básico"""
"""Desenvolvimento de tecnologias para a produção sustentável de alimentos"", ""Agricultura""",,,,,"""Desenvolvimento de fontes de energia renovável e acessível para comunidades quilombolas"", ""Energia Renovável"""
"""Estudo sobre a influência das redes sociais na formação da opinião pública"", ""Comunicação""",,,,,"""Inclusão de jovens quilombolas no mercado de trabalho através do empreendedorismo"", ""Empreendedorismo"""
"""Análise do impacto de programas de educação financeira na redução do endividamento"", ""Economia""",,,,,"""Desenvolvimento de tecnologias inovadoras para a indústria sustentável em áreas quilombolas"", ""Indústria Sustentável"""
"""Desenvolvimento de tecnologias para a gestão de resíduos líquidos"", ""Meio Ambiente""",,,,,"""Redução das desigualdades sociais entre quilombolas e não-quilombolas através de políticas públicas"", ""Políticas Públicas"""
"""Estudo sobre a relação entre desigualdade social e acesso à justiça"", ""Sociologia""",,,,,"""Planejamento urbano para cidades mais inclusivas para comunidades quilombolas"", ""Planejamento Urbano"""
"""Análise da eficácia de programas de prevenção ao tabagismo"", ""Saúde Pública""",,,,,"""Conscientização sobre o consumo consciente e produção responsável em comunidades quilombolas"", ""Consumo Consciente"""
"""Desenvolvimento de tecnologias para a produção agroecológica"", ""Agricultura""",,,,,"""Ação contra a mudança climática através do desenvolvimento de tecnologias verdes em áreas quilombolas"", ""Mudança Climática"""
"""Estudo sobre o impacto da migração na economia local"", ""Demografia""",,,,,"""Conservação da biodiversidade marinha e costeira em áreas quilombolas"", ""Conservação Marinha"""
"""Análise da relação entre poluição luminosa e qualidade de vida"", ""Urbanização""",,,,,"""Conservação da biodiversidade terrestre e florestal em áreas quilombolas"", ""Conservação Terrestre"""
"""Desenvolvimento de tecnologias para o transporte coletivo não poluente"", ""Transporte""",,,,,"""Promoção da justiça social e acesso à justiça para comunidades quilombolas"", ""Justiça Social"""
"""Estudo sobre a eficácia de programas de incentivo ao empreendedorismo"", ""Economia""",,,,,"""Desenvolvimento de parcerias para a promoção do desenvolvimento sustentável em áreas quilombolas"", ""Políticas Públicas"""
"""Análise da relação entre poluição da água e doenças gastrointestinais"", ""Saúde""",,,,,"""Desenvolvimento de programas para a inclusão social de pessoas LGBTQIA+"", ""Inclusão Social"""
"""Desenvolvimento de tecnologias para a gestão de bacias hidrográficas"", ""Recursos Hídricos""",,,,,"""Análise da relação entre discriminação e saúde mental em pessoas LGBTQIA+"", ""Saúde Mental"""
"""Estudo sobre o impacto do turismo rural na economia local"", ""Economia""",,,,,"""Promoção da saúde e prevenção de doenças em comunidades LGBTQIA+"", ""Saúde Pública"""
"""Análise da influência da tecnologia na aprendizagem"", ""Educação""",,,,,"""Educação inclusiva para jovens LGBTQIA+"", ""Educação"""
"""Estudo sobre a relação entre planejamento urbano e qualidade de vida"", ""Urbanização""",,,,,"""Promoção da igualdade de gênero e combate à discriminação contra pessoas LGBTQIA+"", ""Inclusão"""
"""Análise da eficácia de programas de prevenção ao bullying escolar"", ""Educação""",,,,,"""Garantia de acesso à moradia digna para pessoas LGBTQIA+"", ""Moradia Digna"""
"""Desenvolvimento de tecnologias para a recuperação de áreas degradadas"", ""Meio Ambiente""",,,,,"""Desenvolvimento de tecnologias para a inclusão social de pessoas LGBTQIA+"", ""Inclusão"""
"""Estudo sobre o impacto da globalização na diversidade cultural"", ""Cultura""",,,,,"""Inclusão de pessoas LGBTQIA+ no mercado de trabalho"", ""Inclusão"""
"""Análise da relação entre sedentarismo e doenças crônicas"", ""Saúde""",,,,,"""Desenvolvimento de políticas públicas para a promoção dos direitos das pessoas LGBTQIA+"", ""Políticas Públicas"""
"""Desenvolvimento de tecnologias para a agricultura de precisão"", ""Agricultura""",,,,,"""Redução das desigualdades sociais entre pessoas LGBTQIA+ e não-LGBTQIA+ através de políticas públicas"", ""Políticas Públicas"""
"""Estudo sobre a influência da publicidade na formação do consumo infantil"", ""Comunicação""",,,,,"""Planejamento urbano para cidades mais inclusivas para pessoas LGBTQIA+"", ""Planejamento Urbano"""
"""Análise do impacto de programas de microcrédito na redução da pobreza"", ""Economia""",,,,,"""Conscientização sobre a diversidade sexual e de gênero"", ""Diversidade Sexual e de Gênero"""
"""Desenvolvimento de tecnologias para a gestão integrada de resíduos"", ""Meio Ambiente""",,,,,"""Promoção da justiça social e combate à discriminação contra pessoas LGBTQIA+"", ""Justiça Social"""
"""Estudo sobre a relação entre desigualdade social e acesso à saúde"", ""Sociologia""",,,,,"""Desenvolvimento de parcerias para a promoção dos direitos das pessoas LGBTQIA+"", ""Inclusão"""
"""Análise da eficácia de programas de prevenção ao alcoolismo"", ""Saúde Pública""",,,,,"""Análise da relação entre violência doméstica e orientação sexual"", ""Violência Doméstica"""
"""Desenvolvimento de tecnologias para a produção agroflorestal"", ""Agricultura""",,,,,"""Promoção da saúde sexual e reprodutiva em comunidades LGBTQIA+"", ""Saúde"""
"""Estudo sobre o impacto da urbanização na biodiversidade local"", ""Urbanização""",,,,,"""Educação em direitos humanos para a promoção da igualdade de gênero e diversidade sexual"", ""Educação"""
"""Análise da relação entre poluição visual e qualidade de vida"", ""Urbanização""",,,,,"""Garantia de acesso à justiça para pessoas LGBTQIA+ vítimas de violência"", ""Acesso à Justiça"""
"""Desenvolvimento de tecnologias para o transporte coletivo eficiente"", ""Transporte""",,,,,"""Desenvolvimento de programas para a integração cultural de migrantes LGBTQIA+"", ""Inclusão"""
"""Desenvolvimento de tecnologias para a redução da pobreza"", ""Desenvolvimento Social""",,,,,"""Análise da relação entre migração e discriminação contra pessoas LGBTQIA+"", ""Inclusão"""
"""Análise da relação entre segurança alimentar e desenvolvimento sustentável"", ""Desenvolvimento Sustentável""",,,,,"""Promoção da saúde mental em comunidades migrantes LGBTQIA+"", ""Saúde Mental"""
"""Promoção da saúde e prevenção de doenças em comunidades carentes"", ""Saúde""",,,,,"""Educação empreendedora para jovens migrantes LGBTQIA+"", ""Educação """
"""Educação inclusiva para crianças em situação de vulnerabilidade"", ""Educação""",,,,,"""Promoção da igualdade de gênero e combate à violência contra a mulher migrante LGBTQIA+"", ""Inclusão"""
"""Promoção da igualdade de gênero e empoderamento das mulheres"", ""Igualdade de Gênero""",,,,,"""Garantia de acesso à água potável e saneamento básico para comunidades migrantes LGBTQIA+"", ""Saneamento Básico"""
"""Garantia de acesso à água potável e saneamento básico para todos"", ""Saneamento Básico""",,,,,"""Desenvolvimento de fontes de energia renovável e acessível para comunidades migrantes LGBTQIA+"", ""Energia Renovável"""
"""Desenvolvimento de fontes de energia renovável e acessível"", ""Energia Renovável""",,,,,"""Inclusão de migrantes idosos LGBTQIA+ no mercado de trabalho"", ""Inclusão no Mercado de Trabalho"""
"""Inclusão de jovens no mercado de trabalho através do empreendedorismo"", ""Empreendedorismo""",,,,,"""Desenvolvimento de tecnologias inovadoras para a indústria 4.0 em áreas com alta concentração de migrantes LGBTQIA+"", ""Tecnologia"""
"""Desenvolvimento de tecnologias inovadoras para a indústria sustentável"", ""Indústria Sustentável""",,,,,"""Redução das desigualdades regionais entre áreas com alta e baixa concentração de migrantes LGBTQIA+ através de políticas públicas"", ""Inclusão"""
"""Redução das desigualdades sociais através de políticas públicas"", ""Políticas Públicas""",,,,,"""Planejamento urbano para cidades inteligentes e inclusivas para migrantes LGBTQIA+"", ""Tecnologia"""
"""Planejamento urbano para cidades mais sustentáveis e inclusivas"", ""Planejamento Urbano""",,,,,"""Desenvolvimento de programas para a promoção dos direitos das crianças"", ""Direitos das Crianças"""
"""Conscientização sobre o consumo consciente e produção responsável"", ""Consumo Consciente""",,,,,"""Análise da relação entre nutrição e desenvolvimento infantil"", ""Nutrição Infantil"""
"""Ação contra a mudança climática através do desenvolvimento de tecnologias verdes"", ""Mudança Climática""",,,,,"""Promoção da saúde e prevenção de doenças em crianças"", ""Saúde"""
"""Conservação da biodiversidade marinha e costeira"", ""Conservação Marinha""",,,,,"""Educação inclusiva para crianças em situação de vulnerabilidade"", ""Educação"""
"""Conservação da biodiversidade terrestre e florestal"", ""Conservação Terrestre""",,,,,"""Promoção da igualdade de gênero e combate à discriminação contra crianças"", ""Inclusão"""
"""Promoção da justiça social e acesso à justiça para todos"", ""Justiça Social""",,,,,"""Garantia de acesso à educação de qualidade para todas as crianças"", ""Educação"""
"""Desenvolvimento de programas para a inclusão social de pessoas em situação de vulnerabilidade"", ""Inclusão Social""",,,,,"""Desenvolvimento de programas para a prevenção do trabalho infantil"", ""Políticas Públicas"""
"""Análise da relação entre agricultura sustentável e segurança alimentar"", ""Agricultura Sustentável""",,,,,"""Inclusão de crianças com deficiência na escola e na sociedade"", ""Inclusão"""
"""Promoção da saúde mental em comunidades carentes"", ""Saúde""",,,,,"""Desenvolvimento de políticas públicas para a promoção dos direitos das crianças"", ""Políticas Públicas"""
"""Educação empreendedora para jovens em situação de vulnerabilidade"", ""Educação""",,,,,"""Redução das desigualdades sociais entre crianças através de políticas públicas"", ""Políticas Públicas"""
"""Promoção da igualdade de gênero e combate à violência contra a mulher"", ""Inclusão""",,,,,
"""Garantia de acesso à água potável e saneamento básico em áreas rurais"", ""Saneamento Rural""",,,,,
"""Desenvolvimento de tecnologias para a produção de energia limpa e acessível"", ""Energia Limpa""",,,,,
"""Inclusão de pessoas com deficiência no mercado de trabalho"", ""Inclusão""",,,,,
"""Desenvolvimento de tecnologias inovadoras para a indústria 4.0"", ""Tecnologia""",,,,,
"""Redução das desigualdades regionais através de políticas públicas"", ""Políticas Públicas""",,,,,
"""Planejamento urbano para cidades inteligentes e sustentáveis"", ""Cidades Inteligentes""",,,,,
"""Conscientização sobre o consumo consciente e economia circular"", ""Economia Circular""",,,,,
"""Ação contra a mudança climática através do desenvolvimento de políticas públicas"", ""Políticas Climáticas""",,,,,
"""Conservação da biodiversidade marinha e desenvolvimento do turismo sustentável"", ""Turismo Sustentável""",,,,,
"""Conservação da biodiversidade terrestre e desenvolvimento do ecoturismo"", ""Ecoturismo""",,,,,
"""Promoção da justiça social e combate à corrupção"", ""Combate à Corrupção""",,,,,
"""Desenvolvimento de parcerias público-privadas para a promoção do desenvolvimento sustentável"", ""Parcerias Público-Privadas""",,,,,
"""Desenvolvimento de programas para a inclusão social de migrantes"", ""Inclusão""",,,,,
"""Análise da relação entre migração e segurança alimentar"", ""Segurança Alimentar""",,,,,
"""Promoção da saúde e prevenção de doenças em comunidades migrantes"", ""Saúde""",,,,,
"""Educação inclusiva para crianças migrantes"", ""Educação""",,,,,
"""Promoção da igualdade de gênero e empoderamento das mulheres migrantes"", ""Igualdade de Gênero""",,,,,
"""Garantia de acesso à água potável e saneamento básico para comunidades migrantes"", ""Saneamento Básico""",,,,,
"""Desenvolvimento de fontes de energia renovável e acessível para comunidades migrantes"", ""Energia Renovável""",,,,,
"""Inclusão de migrantes no mercado de trabalho através do empreendedorismo"", ""Empreendedorismo""",,,,,
"""Desenvolvimento de tecnologias inovadoras para a indústria sustentável em áreas com alta concentração de migrantes"", ""Indústria""",,,,,
"""Redução das desigualdades sociais entre migrantes e não-migrantes através de políticas públicas"", ""Políticas Públicas""",,,,,
"""Promoção da igualdade racial e combate ao racismo"", Direitos Humanos",,,,,
"""Desenvolvimento de novas tecnologias para energia renovável"", Energia",,,,,
"""Estudo do impacto das mudanças climáticas na biodiversidade"", Meio Ambiente",,,,,
"""Desenvolvimento de novos medicamentos para doenças tropicais"", Saúde",,,,,
"""Análise do impacto socioeconômico da urbanização"", Sociologia",,,,,
"""Estudo da influência da dieta na prevenção de doenças crônicas"", Nutrição",,,,,
"""Desenvolvimento de novas tecnologias para agricultura sustentável"", Agricultura",,,,,
"""Análise do impacto da poluição do ar na saúde pública"", Saúde ",,,,,
"""Estudo da relação entre educação e desenvolvimento econômico"", Educação",,,,,
"""Desenvolvimento de novas tecnologias para transporte sustentável"", Transporte",,,,,
"""Promoção da igualdade racial e combate ao racismo na periferia"", Direitos Humanos",,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
"""Conscientização sobre o consumo consciente e produção responsável em comunidades migrantes"", ""Consumo Consciente""",,,,,
"""Ação contra a mudança climática através do desenvolvimento de tecnologias verdes em áreas com alta concentração de migrantes"", ""Mudança Climática""",,,,,
"""Conservação da biodiversidade marinha e costeira em áreas com alta concentração de migrantes"", ""Conservação Marinha""",,,,,
"""Conservação da biodiversidade terrestre e florestal em áreas com alta concentração de migrantes"", ""Conservação Terrestre""",,,,,
"""Promoção da justiça social e acesso à justiça para migrantes"", ""Justiça Social""",,,,,
"""Desenvolvimento de parcerias para a promoção do desenvolvimento sustentável em áreas com alta concentração de migrantes"", ""Sustentabilidad""",,,,,
"""Desenvolvimento de programas para a integração cultural de migrantes"", ""Integração Cultural""",,,,,
"""Análise da relação entre migração e desenvolvimento econômico local"", ""Desenvolvimento Econômico""",,,,,
"""Promoção da saúde mental em comunidades migrantes"", ""Saúde Mental""",,,,,
"""Educação empreendedora para jovens migrantes"", ""Educação Empreendedora""",,,,,
"""Promoção da igualdade de gênero e combate à violência contra a mulher migrante"", ""Combate à Violência Contra a Mulher""",,,,,
"""Garantia de acesso à moradia digna para migrantes"", ""Moradia Digna""",,,,,
"""Desenvolvimento de tecnologias para a produção de energia limpa e acessível para comunidades migrantes"", ""Energia Limpa""",,,,,
"""Inclusão de migrantes idosos no mercado de trabalho"", ""Inclusão no Mercado de Trabalho""",,,,,
"""Desenvolvimento de tecnologias inovadoras para a indústria 4.0 em áreas com alta concentração de migrantes"", ""Indústria 4.0""",,,,,
"""Redução das desigualdades regionais entre áreas com alta e baixa concentração de migrantes através de políticas públicas"", ""Desigualdades Regionais""",,,,,
"""Planejamento urbano para cidades inteligentes e inclusivas para migrantes"", ""Cidades Inteligentes""",,,,,
"""Conscientização sobre o consumo consciente e economia circular em comunidades migrantes"", ""Economia Circular""",,,,,
"""Ação contra a mudança climática através do desenvolvimento de políticas públicas em áreas com alta concentração de migrantes"", ""Políticas Climáticas""",,,,,
"""Conservação da biodiversidade marinha e desenvolvimento do turismo sustentável em áreas com alta concentração de migrantes"", ""Turismo Sustentável""",,,,,
"""Conservação da biodiversidade terrestre e desenvolvimento do ecoturismo em áreas com alta concentração de migrantes"", ""Ecoturismo""",,,,,
"""Promoção da justiça social e combate à corrupção em áreas com alta concentração de migrantes"", ""Combate à Corrupção""",,,,,
"""Desenvolvimento de parcerias público-privadas para a promoção do desenvolvimento sustentável em áreas com alta concentração de migrantes"", ""Parcerias Público-Privadas""",,,,,
"""Desenvolvimento de programas para a inclusão social de comunidades quilombolas"", ""Inclusão""",,,,,
"""Análise da relação entre segurança alimentar e desenvolvimento sustentável em comunidades quilombolas"", ""Desenvolvimento Sustentável""",,,,,
"""Promoção da saúde e prevenção de doenças em comunidades quilombolas"", ""Saúde Pública""",,,,,
"""Educação inclusiva para crianças quilombolas"", ""Educação""",,,,,
"""Promoção da igualdade de gênero e empoderamento das mulheres quilombolas"", ""Inclusão""",,,,,
"""Garantia de acesso à água potável e saneamento básico para comunidades quilombolas"", ""Saneamento Básico""",,,,,
"""Desenvolvimento de fontes de energia renovável e acessível para comunidades quilombolas"", ""Energia Renovável""",,,,,
"""Inclusão de jovens quilombolas no mercado de trabalho através do empreendedorismo"", ""Empreendedorismo""",,,,,
"""Desenvolvimento de tecnologias inovadoras para a indústria sustentável em áreas quilombolas"", ""Indústria Sustentável""",,,,,
"""Redução das desigualdades sociais entre quilombolas e não-quilombolas através de políticas públicas"", ""Políticas Públicas""",,,,,
"""Planejamento urbano para cidades mais inclusivas para comunidades quilombolas"", ""Planejamento Urbano""",,,,,
"""Conscientização sobre o consumo consciente e produção responsável em comunidades quilombolas"", ""Consumo Consciente""",,,,,
"""Ação contra a mudança climática através do desenvolvimento de tecnologias verdes em áreas quilombolas"", ""Mudança Climática""",,,,,
"""Conservação da biodiversidade marinha e costeira em áreas quilombolas"", ""Conservação Marinha""",,,,,
"""Conservação da biodiversidade terrestre e florestal em áreas quilombolas"", ""Conservação Terrestre""",,,,,
"""Promoção da justiça social e acesso à justiça para comunidades quilombolas"", ""Justiça Social""",,,,,
"""Desenvolvimento de parcerias para a promoção do desenvolvimento sustentável em áreas quilombolas"", ""Políticas Públicas""",,,,,
"""Desenvolvimento de programas para a inclusão social de pessoas LGBTQIA+"", ""Inclusão Social""",,,,,
"""Análise da relação entre discriminação e saúde mental em pessoas LGBTQIA+"", ""Saúde Mental""",,,,,
"""Promoção da saúde e prevenção de doenças em comunidades LGBTQIA+"", ""Saúde Pública""",,,,,
"""Educação inclusiva para jovens LGBTQIA+"", ""Educação""",,,,,
"""Promoção da igualdade de gênero e combate à discriminação contra pessoas LGBTQIA+"", ""Inclusão""",,,,,
"""Garantia de acesso à moradia digna para pessoas LGBTQIA+"", ""Moradia Digna""",,,,,
"""Desenvolvimento de tecnologias para a inclusão social de pessoas LGBTQIA+"", ""Inclusão""",,,,,
"""Inclusão de pessoas LGBTQIA+ no mercado de trabalho"", ""Inclusão""",,,,,
"""Desenvolvimento de políticas públicas para a promoção dos direitos das pessoas LGBTQIA+"", ""Políticas Públicas""",,,,,
"""Redução das desigualdades sociais entre pessoas LGBTQIA+ e não-LGBTQIA+ através de políticas públicas"", ""Políticas Públicas""",,,,,
"""Planejamento urbano para cidades mais inclusivas para pessoas LGBTQIA+"", ""Planejamento Urbano""",,,,,
"""Conscientização sobre a diversidade sexual e de gênero"", ""Diversidade Sexual e de Gênero""",,,,,
"""Promoção da justiça social e combate à discriminação contra pessoas LGBTQIA+"", ""Justiça Social""",,,,,
"""Desenvolvimento de parcerias para a promoção dos direitos das pessoas LGBTQIA+"", ""Inclusão""",,,,,
"""Análise da relação entre violência doméstica e orientação sexual"", ""Violência Doméstica""",,,,,
"""Promoção da saúde sexual e reprodutiva em comunidades LGBTQIA+"", ""Saúde""",,,,,
"""Educação em direitos humanos para a promoção da igualdade de gênero e diversidade sexual"", ""Educação""",,,,,
"""Garantia de acesso à justiça para pessoas LGBTQIA+ vítimas de violência"", ""Acesso à Justiça""",,,,,
